0,0,0,0
0.000391177,0.000305023,6.25913e-005,0.368772
0.000524675,0.000463585,0.00019732,0.737545
3.81862e-005,0.00114727,4.11554e-005,1.10632
0.00186085,0.00152185,0.000109412,1.47509
6.56117e-005,0.000537533,0.000114963,1.84386
0.000513622,0.000907154,9.29499e-006,2.21263
0.000131062,0.00126324,9.11889e-005,2.58141
0.00037047,0.000927176,5.78756e-005,2.95018
0.000419978,0.000804212,0.000205247,3.31895
0.000332393,0.00127224,6.86215e-005,3.68772
3.43921e-005,0.000784176,2.18886e-005,4.0565
2.06954e-005,0.000667531,4.8213e-005,4.42527
0.000282967,0.000725413,0.000161643,4.79404
0.000283296,0.0011573,5.63085e-005,5.16281
0.000334483,0.000963194,0.000292108,5.53159
4.22183e-005,0.00109332,4.03489e-005,5.90036
0.000519979,0.000236052,0.000257398,6.26913
5.46851e-005,7.17335e-005,0.000116341,6.6379
2.96075e-006,0.000156928,4.28587e-006,7.00667
0.000495976,0.000511993,8.38012e-005,7.37545
0.000184432,0.00153833,1.43071e-005,7.74422
0.000430806,0.00177916,0.000442932,8.11299
0.000140436,0.000976319,0.000555194,8.48176
0.00229322,0.000281225,0.00311237,8.85054
0.000964146,0.000562784,0.000866838,9.21931
0.000227889,0.00287397,0.00149015,9.58808
0.00130203,0.00171697,0.000906086,9.95685
0.000825659,0.00224077,0.00137636,10.3256
0.000122207,0.00100274,8.89621e-005,10.6944
0.00141995,0.00301221,0.00232104,11.0632
0.00129742,0.00438643,0.00129337,11.4319
0.00839669,0.00892856,0.0151546,11.8007
0.0238157,0.0352502,0.00524007,12.1695
0.00535092,0.0103743,0.0135837,12.5383
0.00360959,0.00354578,0.00287307,12.907
0.00167517,0.000340988,0.000440423,13.2758
0.000734944,0.0015244,0.00346445,13.6446
0.00163806,0.000719203,0.00029667,14.0133
0.00089865,0.00036563,0.000426977,14.3821
0.000627354,0.00038509,9.15938e-005,14.7509
9.56481e-005,0.000327403,0.000204801,15.1197
0.00139994,0.00143335,8.04182e-005,15.4884
0.00172227,0.00185835,2.35803e-005,15.8572
0.000583577,0.00281585,0.000304907,16.226
0.00158879,0.000988536,0.000453958,16.5948
0.00530861,0.00241257,7.33097e-005,16.9635
0.0112406,0.00329359,0.000147312,17.3323
0.00223616,0.00347923,0.000151326,17.7011
0.000680818,0.00376122,5.83839e-005,18.0698
